iid,id,idg,partner,pid,wave,round,position,positin1,order,condtn,undergrd,zipcode,career,from,field,gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr,sinc,intel,fun,amb,shar,like,prob,met,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,int_corr,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
1128,283,40,482,160,1,10,16,13,8,2,Columbia,13842,Business,FL,Medicine,1,22,34,6,5,0,5,5,4,7,11,13,77150,1153,49757,10,6,9,37,50,59,10,37,6,5,1,5,1,4,3,2,1,2,5,1,5,2,6,3,5,5,7,1,5,2,0,0,-0.37213707558612863,4,3,6,4,8,10,5,2,10,4,10,4,9,1,8,8,3,0
1129,262,227,148,437,12,2,6,13,10,1,NYU,16347,Arts,Other,Business,1,19,42,1,1,1,4,2,4,1,9,17,67306,1173,32268,6,8,69,57,12,21,17,66,5,8,2,3,9,9,6,6,8,4,9,10,6,1,9,7,5,9,5,8,9,6,1,1,0.5608460066602154,9,6,4,9,2,4,2,1,1,8,9,2,9,7,4,8,5,1
1130,451,62,481,177,10,9,18,12,11,2,Other,16098,Other,CA,Medicine,1,40,26,4,6,0,9,3,3,3,9,10,94367,915,37298,3,5,6,15,6,82,49,45,2,3,8,8,4,4,6,6,2,7,7,1,2,2,4,4,2,3,6,1,5,1,0,0,0.38815078851052465,10,1,2,2,1,9,9,4,2,6,5,1,5,3,8,9,3,0
1131,450,7,151,455,7,8,16,6,10,2,Other,14551,Law,FL,Other,1,43,37,2,3,0,9,3,1,5,4,8,105052,1498,52318,3,2,72,0,82,33,82,96,9,3,10,1,6,4,7,7,1,6,4,2,2,1,1,4,9,4,7,5,1,2,0,0,0.2676527322529172,6,6,5,2,8,10,6,7,9,9,7,7,10,7,10,1,10,0
1132,341,283,422,493,20,6,19,6,14,1,Other,17671,Arts,CA,Medicine,1,18,30,4,3,0,8,6,1,4,6,11,96170,1404,11132,1,8,51,5,14,57,82,41,2,6,2,3,1,7,1,8,6,5,3,3,2,1,4,6,6,1,6,1,4,4,0,0,-0.8401755595349789,10,1,4,8,2,3,9,3,4,5,9,7,10,10,2,2,2,0
1133,334,200,75,212,21,6,13,19,1,1,Columbia,17119,Business,Other,Law,1,33,19,1,6,0,10,2,4,7,12,5,52176,1195,38587,3,6,19,74,5,85,64,79,1,9,4,7,3,1,3,8,6,5,5,5,2,1,3,4,8,2,4,3,3,4,0,1,-0.4671081493921454,5,4,8,1,8,8,10,10,2,1,4,9,10,8,10,8,8,0
1134,30,110,259,332,1,4,19,7,2,2,Other,13693,Arts,TX,Arts,0,40,30,6,6,1,5,3,3,1,16,12,149039,1060,18588,6,9,30,15,9,89,22,40,9,3,9,10,8,6,6,5,8,5,5,10,10,2,7,7,5,9,6,4,10,10,1,1,-0.00997849530697903,5,1,8,8,4,1,8,1,10,6,8,8,9,1,4,2,4,1
1135,234,68,116,395,14,7,3,1,11,1,Columbia,15583,Science,CA,Other,0,23,26,6,1,0,8,6,2,1,10,11,117277,816,48600,8,4,62,27,18,66,86,27,6,10,9,7,5,6,2,3,5,3,7,1,1,1,4,1,3,4,2,1,1,3,0,1,0.9271488895901785,9,9,1,4,6,10,1,8,8,9,5,8,2,7,6,6,10,0
1136,251,247,17,333,4,3,10,1,4,2,Other,12229,Science,FL,Other,0,40,37,4,2,0,6,1,3,3,14,4,20674,1493,48956,5,2,41,1,76,43,47,28,6,1,7,5,5,1,3,10,5,3,4,3,1,2,3,7,8,2,1,3,5,1,0,0,0.7725363584133522,1,4,10,4,9,6,9,1,2,8,6,9,6,9,1,5,5,0
1137,479,25,78,286,20,10,15,6,2,2,Other,18010,Medicine,NY,Arts,0,33,23,2,2,1,9,2,7,4,14,17,30159,1286,16553,1,6,87,61,61,81,13,90,1,5,2,10,10,3,4,2,6,5,3,3,3,1,5,3,4,4,4,5,3,2,0,0,-0.02925027639815081,6,4,8,3,10,2,1,10,9,9,7,9,4,5,2,6,10,0
1138,420,251,437,319,9,10,7,10,11,2,Other,16167,Law,FL,Law,1,31,18,2,5,0,1,3,4,3,9,8,115074,1205,43433,10,8,88,18,39,99,43,84,4,9,6,10,9,1,3,10,1,1,7,5,1,2,1,5,1,4,7,5,4,3,0,1,-0.6279837177690322,3,3,1,2,9,10,2,9,5,4,4,4,4,8,4,2,8,0
1139,444,235,64,399,6,12,16,8,12,1,Other,16671,Arts,NY,Science,1,43,42,2,5,0,9,2,4,1,16,9,81443,872,36300,8,4,9,18,86,78,84,19,4,3,8,2,8,2,5,5,6,7,3,1,4,2,3,5,10,6,4,5,2,2,0,0,-0.10685616914746787,2,4,4,10,5,1,3,4,4,6,4,4,4,4,3,10,6,0
1140,5,16,485,423,5,7,18,7,13,1,Columbia,18045,Other,Other,Other,0,20,22,5,5,1,1,5,2,1,17,8,49142,1033,16202,8,5,47,71,96,74,19,43,5,4,7,4,2,3,5,9,7,5,2,6,2,2,6,3,3,5,4,3,3,2,0,0,0.9113063409538953,5,3,1,1,5,7,7,1,3,1,5,9,8,7,2,3,8,0
1141,163,268,332,152,6,4,3,18,3,2,NYU,10721,Law,FL,Arts,1,32,20,1,3,0,2,1,1,4,10,14,125239,1579,43655,9,3,9,14,62,79,31,4,1,10,6,6,1,6,4,8,5,7,6,2,5,2,4,2,1,2,5,1,5,4,0,0,0.6929991761332805,6,7,4,5,7,8,3,8,5,5,2,1,8,4,8,5,2,0
1142,243,230,104,495,6,7,19,14,12,2,NYU,13412,Medicine,NY,Other,0,20,21,6,4,0,2,5,7,3,4,5,20323,904,43721,1,1,53,95,9,85,18,72,10,10,9,7,5,3,4,2,6,4,3,2,3,2,6,5,2,2,2,5,4,1,0,1,0.42134223433348716,8,2,1,6,9,5,3,5,4,4,8,5,6,6,9,6,2,0
1143,68,223,380,30,16,11,15,15,6,2,Other,17147,Arts,CA,Business,1,40,18,3,1,0,1,1,2,6,4,13,137266,946,50112,1,1,63,84,20,75,88,29,10,7,3,7,6,2,7,1,2,7,4,2,5,1,2,6,10,2,2,3,4,2,0,0,-0.20616317293362063,2,3,4,7,10,7,10,4,6,4,8,5,4,4,6,7,3,0
1144,234,136,441,165,11,9,10,12,8,2,NYU,15223,Business,Other,Business,0,19,31,6,5,0,5,1,7,5,7,14,72441,1093,33089,1,6,57,15,28,70,26,26,7,1,6,8,8,6,9,6,8,9,5,10,6,1,6,10,5,7,8,4,10,7,1,1,-0.9819263519970101,10,5,1,5,1,9,8,6,9,1,6,8,8,5,8,10,10,1
1145,408,98,288,266,9,13,6,11,1,2,NYU,14507,Medicine,Other,Medicine,1,18,26,1,4,0,1,2,4,6,9,1,103472,1407,10474,9,3,39,14,81,13,70,1,3,10,3,7,1,2,7,7,6,4,7,4,3,2,1,6,6,4,3,6,2,1,0,0,0.21885087296901173,8,4,8,8,5,7,9,2,10,5,8,7,3,9,9,8,9,0
1146,34,1,206,25,7,4,19,16,13,2,NYU,10119,Medicine,FL,Law,1,26,41,1,2,0,10,3,4,3,14,16,27086,1105,38732,10,4,67,64,13,34,64,63,9,8,4,10,7,2,3,8,5,3,3,5,1,2,4,6,6,1,4,6,3,4,0,0,0.989664301701741,8,9,10,5,7,3,1,3,3,3,6,8,2,4,9,6,7,0
1147,334,116,485,38,18,14,19,13,4,1,Columbia,17748,Other,CA,Other,0,26,21,2,3,0,10,2,5,7,7,5,64632,1171,34951,2,3,46,0,86,78,66,83,3,6,8,8,4,2,3,4,3,2,4,1,1,1,6,5,7,4,7,7,4,3,1,0,-0.897144485244803,5,8,8,2,4,10,6,1,10,6,10,5,7,8,10,4,7,0
1148,96,246,287,111,11,11,8,9,3,1,NYU,17770,Science,Other,Arts,1,40,35,5,2,0,2,6,6,1,3,5,140869,1209,32630,9,7,18,58,13,84,24,8,9,8,2,7,4,1,5,10,6,6,5,2,1,1,5,6,7,5,1,4,1,1,0,0,0.10603311959165995,3,3,9,10,8,10,7,5,10,5,4,2,8,10,9,5,3,0
1149,445,292,294,158,13,1,8,14,3,2,Other,17518,Medicine,CA,Arts,0,24,31,3,5,0,10,5,3,6,15,3,94150,1233,52021,3,3,44,93,26,67,17,40,8,7,3,3,10,3,6,4,2,3,4,1,1,2,1,6,4,1,2,2,5,1,0,0,-0.7777709981166694,10,6,4,2,4,6,7,4,9,9,9,6,8,2,2,10,6,0
1150,486,252,421,187,13,5,15,10,6,2,NYU,18325,Medicine,NY,Arts,0,20,42,3,3,1,6,4,1,6,17,7,40944,1559,11135,10,3,83,19,32,33,57,50,6,6,10,3,1,4,3,8,2,6,1,1,5,2,3,2,7,6,6,5,3,3,0,0,-0.7264047782344341,2,10,2,1,2,2,8,2,8,3,7,8,4,2,8,8,2,0
1151,440,287,55,156,7,8,9,1,11,1,Columbia,15493,Arts,TX,Science,0,43,21,5,2,0,8,1,6,6,16,15,141222,1023,45208,7,6,92,54,79,50,67,13,5,2,5,9,6,6,2,2,3,3,1,6,5,2,5,4,1,6,5,1,4,1,0,1,-0.10439941069370118,6,7,8,2,5,10,4,2,6,9,4,1,6,3,9,6,6,0
1152,51,143,23,420,19,10,15,9,14,1,Other,18637,Arts,TX,Medicine,0,35,42,4,3,0,7,2,5,5,7,8,30410,1373,55748,4,6,32,79,12,27,77,94,6,9,2,7,9,9,5,10,8,9,6,10,10,2,9,6,9,9,9,7,9,10,1,1,-0.0004938087030006422,7,4,7,9,10,8,2,7,2,8,9,6,9,8,10,1,2,1
1153,138,25,42,82,17,14,11,1,12,1,Columbia,12684,Business,NY,Business,1,28,27,5,6,0,6,3,4,1,11,14,99439,1016,14040,9,2,68,76,28,85,85,75,8,10,4,8,5,2,4,1,3,1,2,3,4,2,2,1,7,2,2,4,5,2,1,0,0.4817671923091613,7,6,4,4,5,4,9,8,5,5,5,10,7,10,10,2,5,0
1154,14,129,394,15,3,1,11,13,10,1,Other,15377,Law,TX,Business,1,24,20,2,2,1,4,2,3,2,7,3,120798,1575,29424,6,1,41,64,84,55,94,97,8,1,8,6,2,2,1,4,4,6,3,4,1,1,2,7,1,4,5,7,3,4,0,0,-0.21076042540859485,8,8,4,7,7,8,6,4,6,6,1,8,4,3,3,4,6,0
1155,360,40,418,242,1,3,14,7,10,2,Other,13163,Law,CA,Other,1,26,40,2,4,0,2,5,6,6,18,15,27218,1138,50477,6,1,75,66,38,27,62,7,9,9,9,7,7,1,1,9,4,3,3,6,3,1,6,6,3,5,6,5,5,2,0,0,0.24412050196111412,2,10,7,1,3,3,2,6,6,1,3,1,6,2,6,5,5,0
1156,399,266,176,305,8,7,12,5,10,2,Other,17429,Science,FL,Medicine,0,18,24,3,2,0,3,4,2,4,17,5,93397,1309,23805,4,9,20,6,39,74,3,70,4,2,10,4,3,1,4,6,1,5,3,1,1,1,6,4,5,3,3,5,1,2,0,0,-0.20335036429016862,4,8,2,10,10,4,6,2,6,3,9,5,5,6,4,2,1,0
1157,477,60,370,132,2,2,18,6,14,2,NYU,11975,Other,TX,Law,1,31,27,1,4,0,4,2,1,3,12,14,99378,1329,18960,4,6,6,16,10,21,19,0,1,5,1,1,9,1,7,3,6,4,1,1,5,1,1,5,6,6,2,5,1,3,0,0,-0.11270999063653564,9,10,2,6,5,4,7,9,1,6,4,10,8,9,4,9,10,0
1158,494,144,111,263,9,14,3,15,9,1,Columbia,19524,Medicine,Other,Medicine,0,37,30,4,3,0,5,6,7,3,10,14,37924,1135,23836,8,9,58,75,28,39,45,44,2,6,2,2,1,1,4,4,5,7,2,3,1,2,5,6,6,6,5,5,2,4,0,1,0.5014532648186627,5,2,2,6,4,5,2,5,6,8,10,2,2,4,1,5,5,0
1159,45,200,226,473,14,8,13,2,7,2,NYU,10749,Medicine,CA,Medicine,1,23,21,1,2,0,5,2,6,2,6,8,81566,1028,54476,4,9,97,4,44,10,35,65,1,10,2,2,7,3,3,1,5,1,1,6,3,1,2,6,6,1,3,4,3,3,0,0,-0.15736798750005887,1,1,9,10,3,9,4,9,8,10,4,3,7,3,7,9,10,0
1160,395,1,228,13,13,1,3,5,10,1,NYU,11376,Other,TX,Medicine,1,24,35,5,6,0,1,2,3,2,4,13,133500,1390,11836,8,5,93,68,85,69,57,53,5,8,7,4,9,3,7,7,3,2,2,6,1,2,4,4,8,3,5,1,2,2,1,0,-0.649775566488213,9,7,5,1,8,6,1,3,8,6,9,2,1,1,3,10,7,0
1161,327,280,285,240,2,8,18,7,5,1,Other,12774,Arts,TX,Science,1,27,28,5,2,0,7,2,2,2,2,1,142740,1135,10295,1,2,70,59,10,54,65,13,5,2,5,5,4,7,2,5,7,3,2,4,3,1,4,1,6,5,7,1,3,3,0,0,0.7828099156141839,1,6,9,3,10,8,4,2,10,1,7,9,6,5,9,10,5,0
1162,387,286,329,235,21,1,19,15,10,1,NYU,10759,Law,TX,Business,0,24,42,5,5,1,5,2,7,7,18,4,71264,1019,47022,8,7,15,94,3,44,85,84,8,7,10,3,8,8,10,7,7,6,6,9,10,2,7,10,7,6,5,5,10,9,1,1,0.4415571938791514,2,8,3,7,4,8,10,7,6,7,8,2,3,6,8,7,6,1
1163,58,282,189,346,20,9,17,10,12,1,NYU,18643,Business,CA,Science,1,43,21,2,2,1,4,2,6,2,4,10,119932,1263,24413,3,8,67,22,48,69,69,12,9,4,2,7,10,4,5,3,7,7,5,3,1,1,2,6,1,1,4,7,1,1,0,0,0.885364775635116,3,10,7,3,4,10,6,9,1,7,9,8,2,8,1,4,7,0
1164,282,102,122,366,20,12,5,16,10,2,NYU,10272,Science,FL,Law,1,19,41,3,4,0,2,2,4,3,12,11,90042,1371,43408,7,1,94,61,41,86,77,68,9,7,9,8,4,6,6,2,1,5,5,2,5,2,3,3,8,6,1,3,5,3,1,0,0.36742429035484037,6,3,1,1,2,8,8,8,2,7,8,9,8,10,5,7,10,0
1165,125,106,478,278,16,4,11,3,2,2,NYU,12569,Arts,TX,Other,0,21,31,3,4,0,9,6,2,7,14,9,96345,1383,38074,8,4,24,13,89,92,66,10,3,3,5,1,9,8,7,7,8,6,6,7,8,2,7,6,8,9,7,7,7,7,1,1,0.29504803115402534,2,7,1,10,3,8,9,3,5,6,4,6,3,3,10,3,7,1
1166,292,24,125,363,5,3,16,16,9,1,Columbia,12882,Business,TX,Law,1,38,35,4,3,0,7,1,2,2,16,3,40016,1328,20508,6,1,24,3,1,98,61,32,2,1,7,10,1,1,7,4,3,1,4,1,2,1,6,4,4,6,3,1,3,1,0,0,0.2847134714363626,3,5,6,10,7,2,9,7,2,1,3,2,9,9,1,6,1,0
1167,421,22,261,26,18,2,17,10,13,1,Columbia,17933,Other,CA,Law,0,34,25,5,2,0,1,3,1,4,5,8,29011,1446,33781,4,7,84,55,92,30,18,87,5,8,6,10,10,2,6,9,2,3,6,5,4,2,6,6,1,1,7,7,3,1,0,0,0.5059184569346955,7,8,1,4,10,10,8,9,7,10,9,9,2,10,1,5,8,0
1168,211,81,123,430,9,2,14,11,2,1,Columbia,11313,Medicine,TX,Other,1,18,44,6,3,0,8,2,1,7,15,2,96603,1345,22919,7,6,58,37,54,100,0,44,6,2,7,2,3,6,3,4,2,7,2,2,4,2,6,3,4,4,6,6,1,2,0,1,-0.6145089743083487,10,2,10,1,6,6,7,6,4,6,1,8,4,7,9,2,2,0
1169,98,31,285,156,14,5,13,11,2,2,NYU,13430,Other,TX,Business,0,27,27,5,1,0,1,4,1,3,6,13,43892,1127,12888,1,8,18,18,21,82,96,55,5,9,8,7,2,8,9,8,7,8,10,9,10,1,7,10,7,7,7,9,8,9,1,1,-0.7009847347669342,5,3,6,2,6,9,7,7,8,1,10,9,3,2,1,10,7,1
1170,211,13,54,383,2,9,17,14,6,1,Other,19278,Science,Other,Arts,0,36,22,5,1,0,7,3,1,3,4,8,68840,1593,34701,3,6,11,47,8,27,38,12,2,10,6,8,2,2,1,10,7,6,7,6,5,2,6,1,6,3,7,3,2,4,0,0,-0.474150696154203,9,7,6,9,2,10,3,3,7,8,6,8,9,2,6,9,2,0
1171,247,162,202,399,2,1,10,15,1,2,Columbia,16185,Business,Other,Law,1,32,40,2,4,0,8,1,7,7,18,11,66358,830,11987,10,1,21,32,36,48,83,70,8,5,5,5,6,2,4,5,3,7,5,1,4,2,3,4,10,2,1,4,4,2,0,0,0.6195723521554752,2,3,5,3,8,6,7,10,8,5,7,2,9,2,5,7,2,0
1172,399,69,267,284,7,2,8,9,7,1,NYU,10901,Other,TX,Other,0,27,24,6,4,0,10,4,6,1,6,5,85922,1449,59074,4,4,83,53,7,73,14,73,2,5,8,10,1,4,6,2,2,4,2,3,3,2,6,4,3,1,2,1,3,1,0,0,-0.9919001850541191,3,1,1,6,4,2,5,9,9,2,4,3,8,4,9,3,8,0
1173,247,91,174,370,20,3,2,5,7,1,NYU,11079,Business,CA,Law,0,36,29,5,4,0,6,4,1,4,11,13,22054,1284,28329,3,2,3,98,33,59,97,61,2,4,8,1,7,4,3,6,6,1,3,5,5,1,4,7,8,6,3,7,5,2,1,0,0.30748065243904477,4,10,7,7,9,7,4,6,4,9,1,10,3,1,10,4,4,0
1174,49,285,324,252,18,8,7,5,1,2,NYU,16916,Arts,NY,Law,0,29,42,4,5,0,3,3,6,5,8,15,69691,1094,34909,10,2,50,96,54,7,59,1,7,8,9,9,1,4,7,3,3,6,7,2,4,2,4,3,7,5,2,2,2,2,0,0,-0.8370487775472542,7,6,3,6,3,10,2,2,5,10,1,10,5,5,3,6,1,0
1175,2,166,462,62,14,10,12,17,6,1,NYU,16555,Business,NY,Science,0,41,20,6,2,0,10,1,1,4,2,15,37917,1189,48159,10,1,17,7,91,90,20,23,9,9,5,9,5,3,1,10,6,4,5,3,2,2,6,4,6,6,1,4,1,3,0,0,0.7335392398022451,10,8,3,2,7,10,5,5,8,9,10,6,5,6,10,4,10,0
1176,180,133,444,450,19,9,7,16,4,2,Other,19464,Arts,FL,Law,0,33,43,4,2,0,3,1,6,3,7,3,138992,1227,35507,5,5,46,33,44,15,80,69,10,1,10,8,7,2,3,8,1,2,6,1,3,2,1,2,9,4,6,6,1,4,0,0,-0.30233603890563443,3,6,6,6,5,1,2,9,6,10,10,4,6,2,5,3,2,0
1177,135,244,130,453,5,8,18,11,3,1,Columbia,17186,Other,Other,Science,0,26,21,4,5,0,6,4,5,3,11,17,62561,1350,17221,1,5,21,33,22,62,47,26,2,1,5,5,9,7,3,5,6,5,4,6,4,2,4,2,7,6,4,5,4,4,0,0,0.7608209149645295,6,8,4,1,5,7,3,5,8,1,9,2,3,4,8,6,9,0
1178,17,189,2,175,7,11,3,2,14,2,NYU,15960,Medicine,CA,Law,1,32,27,3,1,0,9,2,3,1,4,4,26933,1339,53749,6,6,13,78,59,73,83,32,3,10,3,6,10,6,4,5,2,5,6,6,1,2,6,4,4,6,5,3,3,2,0,0,0.5347343960272319,9,5,7,9,10,10,4,10,1,2,1,2,4,8,9,6,1,0
1179,372,27,366,222,14,11,9,10,2,2,Other,18305,Arts,TX,Law,0,44,21,2,3,0,2,6,6,2,6,3,76594,1447,42185,10,2,57,14,5,15,84,12,3,2,7,1,3,1,7,9,4,5,2,4,1,2,6,5,3,5,2,7,2,3,0,0,0.4038036802952283,2,2,5,5,6,4,8,10,1,10,8,6,4,4,6,2,9,0
1180,435,235,360,71,18,7,18,6,7,1,Columbia,15021,Other,NY,Arts,0,34,32,5,2,0,8,4,1,4,15,3,147177,813,24106,9,4,62,66,29,40,80,37,6,8,8,2,8,7,7,3,4,5,6,3,3,1,1,3,10,4,6,7,3,1,0,0,-0.7594349734221322,2,1,9,3,2,9,8,7,2,7,2,9,7,7,9,10,7,0
1181,435,31,103,218,15,5,8,7,2,1,NYU,15840,Business,FL,Science,1,31,27,2,1,0,9,6,6,7,16,4,132173,1235,16395,1,7,16,100,1,16,60,19,6,5,1,5,10,1,3,1,4,4,1,3,2,1,2,5,5,4,5,5,2,4,0,0,0.15342781580606024,7,10,10,7,5,5,3,7,1,8,7,8,5,7,3,9,1,0
1182,221,219,113,167,13,4,19,14,7,2,Columbia,13654,Business,FL,Other,1,44,38,1,4,0,7,1,1,6,5,17,49255,1493,47389,6,1,95,77,36,37,57,28,10,1,3,3,4,3,2,6,6,4,6,5,2,2,4,3,1,3,6,2,2,2,1,0,-0.27905101127252596,1,2,3,5,2,6,3,3,4,5,5,5,3,8,10,9,6,0
1183,335,143,254,437,2,5,6,11,4,2,Other,13267,Arts,CA,Law,1,35,39,2,5,0,10,3,3,5,11,14,25261,1146,57411,3,9,85,48,9,46,18,11,6,1,10,5,3,3,3,10,2,2,3,2,3,1,6,7,6,5,3,1,3,4,0,0,-0.09355064298275928,5,8,3,1,3,4,1,8,7,6,4,2,6,2,9,7,2,0
1184,291,294,6,457,20,3,15,11,8,2,Other,10039,Science,FL,Other,1,43,33,3,4,0,3,6,4,3,6,8,125992,1095,27300,4,9,75,1,39,17,13,39,9,5,4,4,9,6,5,3,7,2,1,4,4,1,6,4,8,4,6,2,5,3,0,0,-0.477513429544427,10,7,3,6,9,7,10,3,4,5,7,7,6,8,4,8,3,0
1185,478,77,45,40,10,9,15,15,9,1,NYU,18546,Business,NY,Other,1,19,32,5,4,0,9,6,3,1,15,16,106990,1108,56068,2,7,93,45,50,65,19,16,2,3,5,8,9,5,4,6,5,2,2,4,3,2,1,3,8,6,3,7,4,1,1,1,-0.865936320638873,4,9,3,7,9,3,4,6,2,5,9,3,1,6,6,9,7,0
1186,153,264,223,272,7,12,17,2,9,1,Other,11506,Law,FL,Arts,1,21,36,3,4,0,6,4,6,4,12,11,119136,805,39724,3,1,38,87,25,65,40,47,10,4,6,7,9,9,8,8,8,9,5,8,9,2,8,7,9,8,9,4,8,10,1,1,0.6925037212724752,3,8,1,4,1,4,7,10,9,4,5,6,8,1,5,3,4,1
1187,216,129,362,381,15,6,17,19,3,2,NYU,10181,Other,FL,Business,1,35,37,3,3,1,10,2,1,4,11,1,111184,1240,13697,5,9,58,18,13,74,26,61,9,6,1,6,8,7,2,6,2,7,5,6,1,2,3,4,2,3,7,5,3,1,0,0,0.9645281810242943,2,2,3,8,8,7,8,6,9,10,3,3,7,5,10,2,3,0
1188,490,25,446,230,8,4,13,2,9,1,NYU,15727,Other,FL,Arts,0,24,36,5,2,0,6,1,4,7,6,6,149485,1318,59615,4,1,69,23,84,98,93,93,3,3,4,3,4,6,5,9,7,4,4,3,4,1,4,1,6,5,1,3,1,3,1,0,-0.2401557039258555,6,6,10,10,7,10,1,8,10,9,10,6,7,7,9,7,8,0
1189,425,120,453,473,18,1,18,4,6,2,NYU,13369,Law,NY,Science,0,30,35,6,5,0,3,4,3,5,16,5,130831,1174,17877,10,1,75,15,55,87,26,80,8,3,7,1,1,5,5,9,1,1,6,4,1,2,4,7,9,2,2,5,2,1,0,1,0.5594717548291035,6,8,7,10,7,5,7,3,8,10,9,8,4,10,9,5,7,0
1190,380,61,50,434,16,3,13,10,7,1,Columbia,15361,Business,CA,Business,1,32,43,5,3,0,7,1,6,4,14,15,48124,979,54901,1,8,4,59,31,18,97,71,8,6,5,5,8,4,2,10,6,2,1,4,2,1,1,6,3,3,5,5,3,4,0,0,-0.8132504257745095,4,4,8,1,10,8,5,3,6,9,4,7,6,1,1,8,3,0
1191,350,262,151,244,12,4,13,16,8,1,NYU,11697,Law,CA,Law,0,42,29,5,2,0,9,3,6,4,13,7,78561,872,59314,7,6,48,3,63,15,81,82,6,3,3,7,6,3,7,8,4,3,3,3,2,2,3,2,8,4,5,4,1,3,0,0,-0.9212843384722615,1,4,1,2,8,5,3,3,3,8,10,2,1,5,4,1,10,0
1192,234,189,251,477,13,14,18,9,14,1,NYU,16521,Arts,FL,Business,0,40,42,1,1,1,3,5,1,6,2,8,67227,984,57712,6,9,59,96,100,79,47,91,9,2,4,8,10,7,1,2,1,6,1,4,4,1,5,2,10,5,7,5,3,1,0,0,-0.7956048381348384,10,1,10,3,10,4,1,9,8,9,1,8,3,9,4,5,9,0
1193,323,202,430,248,6,11,18,8,1,1,Other,17055,Medicine,TX,Law,0,39,33,4,4,1,9,3,7,7,6,8,57010,1567,11949,2,9,14,12,63,84,56,45,9,7,6,3,6,3,5,7,5,2,7,2,5,2,1,6,9,4,7,5,5,3,0,0,-0.261146378526681,9,6,5,8,8,7,1,7,10,3,6,2,4,6,10,1,10,0
1194,246,251,367,76,8,8,5,12,8,2,Other,14735,Medicine,TX,Arts,1,43,18,6,1,0,6,3,5,7,11,15,28793,1015,53276,8,3,48,47,11,0,46,39,3,4,8,5,5,10,9,5,7,7,7,10,10,2,10,9,6,7,6,8,9,10,1,1,0.2642235500892367,7,9,10,2,6,8,3,4,9,10,7,5,10,9,9,7,8,1
1195,404,243,311,201,12,13,16,5,11,2,NYU,18094,Business,Other,Law,1,18,33,2,6,0,5,3,6,1,1,16,81822,1084,45161,2,3,83,81,25,44,69,58,10,3,5,7,2,4,3,1,1,7,7,4,3,2,3,1,4,6,3,7,1,2,0,0,0.17454920522388795,3,8,9,6,9,3,7,7,1,1,10,2,3,5,9,3,2,0
1196,32,117,490,22,14,14,13,9,5,2,Columbia,16913,Other,FL,Law,0,28,19,5,5,1,9,5,6,3,16,5,42634,874,23478,8,2,82,67,31,9,69,97,4,3,6,10,4,7,5,4,10,5,5,8,10,2,6,4,4,10,5,5,8,10,1,1,0.7302531011300679,10,10,9,2,7,10,5,8,10,2,3,10,5,4,7,7,6,1
1197,227,29,160,431,16,11,2,5,3,2,NYU,13699,Science,CA,Business,1,27,41,5,2,0,2,5,6,4,2,8,91756,1479,21066,8,8,52,83,11,62,4,40,2,4,3,1,1,7,7,9,2,1,3,5,5,1,2,4,8,2,4,2,2,1,1,0,-0.47138327933902824,2,9,1,9,4,4,7,10,6,7,3,2,1,9,7,2,9,0
1198,183,128,319,424,11,11,10,2,6,2,Columbia,13974,Medicine,FL,Medicine,0,42,32,6,1,0,5,4,3,2,6,17,138918,1186,34351,6,1,80,45,50,98,87,92,2,5,3,8,3,7,6,8,7,6,1,3,5,1,3,1,2,1,7,1,5,3,0,1,-0.6892105881713753,7,10,8,5,7,4,1,7,10,1,2,4,1,9,7,9,8,0
1199,349,29,109,193,14,5,19,6,2,1,Columbia,14066,Business,Other,Other,0,22,24,1,4,0,6,3,6,5,17,16,110936,1486,30703,9,5,15,56,81,7,11,15,6,2,9,3,4,7,5,3,5,7,6,6,3,1,4,7,9,6,6,4,4,4,1,0,0.3364625716710963,5,5,9,7,9,5,2,7,2,1,7,4,1,5,10,9,2,0
1200,238,172,276,304,10,14,11,10,3,2,Columbia,17214,Business,TX,Business,0,33,18,3,2,0,7,3,4,5,8,15,73189,837,43219,6,9,69,76,35,45,19,85,8,6,8,2,7,6,3,5,4,2,7,1,5,1,3,1,1,5,3,2,2,1,0,0,0.7651237509009592,9,3,7,10,2,10,9,4,4,9,8,5,7,5,5,8,7,0
1201,65,211,429,482,11,4,2,18,5,1,Columbia,10171,Science,TX,Business,0,28,22,3,1,0,6,6,6,3,10,8,66517,1153,24765,4,1,54,64,93,73,56,21,2,1,9,3,10,10,6,8,9,8,6,10,6,1,10,5,8,10,8,7,10,6,1,1,0.7310641312451707,7,7,2,1,5,5,9,1,1,3,4,6,7,2,5,1,4,1
1202,380,47,284,330,9,12,10,8,5,2,Other,11550,Science,NY,Arts,1,38,27,4,3,0,5,2,1,2,2,11,115745,1075,36428,7,4,1,37,70,73,41,15,3,1,5,3,10,7,6,4,8,4,5,8,6,2,8,7,4,8,3,6,7,7,1,1,0.3748605014658035,8,1,3,2,8,3,1,7,2,5,6,4,3,9,8,9,4,1
